ChargingTime,VoltageSlope,VoltageStd,VoltageKurtosis,VoltageSkewness,VoltageEntropy,VoltageCurvature,Capacity
2830.0002951919737,0.00011131761927869198,0.09205184011642452,-1.2929243968743034,0.256190849223036,4.747215655429587,1.6048232881103098e-08,2.473984163813748
2840.00029623509,0.00011093581847612588,0.09207764835245225,-1.2889566258018226,0.2619732811955585,4.747181796416834,1.6273843828537556e-08,2.471790791783311
2830.0002951920033,0.00011118501222074688,0.0919604132191576,-1.2876069892968465,0.26247956481877516,4.747639472765984,1.638637937709879e-08,2.469632192153591
2830.000295191945,0.00011144760049968003,0.09216799499346288,-1.2900681553732283,0.25950453672980833,4.746493978443351,1.6245450095573658e-08,2.466625161869576
2830.000295191996,0.00011149643386684095,0.09220947222644615,-1.2891902116254705,0.26009486401330995,4.747134858078924,1.6287028866148914e-08,2.463456599992948
2830.0002951920615,0.00011181753316095362,0.09246234798771549,-1.2915488749209738,0.2564708068900693,4.7481218817661865,1.6114472114454102e-08,2.4607061915909854
2820.0002941490384,0.0001120481390710164,0.09232634882377033,-1.2922586064043442,0.2559648348131274,4.748076018555744,1.617606812538659e-08,2.457635915463055
2810.0002931057825,0.00011228492722555363,0.09218793961678852,-1.2917344076328157,0.25479599372898537,4.74814800825948,1.618257251439969e-08,2.4549801132514113
2820.0002941489365,0.00011233923492355657,0.09255782405515316,-1.2925158747303613,0.2541371145647169,4.748359378996595,1.6100691555719888e-08,2.452679458238118
2810.000293105797,0.00011254987472418487,0.09239948056269869,-1.2924617782011945,0.25324600986033446,4.749988788539109,1.6122461542445543e-08,2.450233492367893
2810.0002931057825,0.0001127727465851565,0.09257483106995129,-1.2946011282660526,0.2506803296669485,4.749183349643944,1.6001343995162475e-08,2.4477483147355152
2800.0002920628176,0.00011295853360472792,0.09239318675722857,-1.2930661513500643,0.2502068829625763,4.7486347833742455,1.603702368801119e-08,2.4452997304597988
2800.000292062701,0.00011320968085970369,0.09259267484308786,-1.2960246763942167,0.24753275953291487,4.748911196239138,1.5919766891454076e-08,2.443348851916503
2810.0002931057825,0.00011318350379677427,0.09290283305834211,-1.295518764206337,0.24830162416529275,4.749126399162419,1.591110097719397e-08,2.44108457891032
2800.0002920624975,0.00011329721189469082,0.09266506232109228,-1.2954987226911614,0.24799583273636702,4.748911196239138,1.5957595031064645e-08,2.439032387305502
2800.000292062643,0.00011355492368188664,0.0928653414082305,-1.296973031103514,0.24508259324291248,4.7493139495593235,1.5810703166875178e-08,2.437114875439996
2790.000291019707,0.00011368679047135768,0.0926413134775731,-1.2965023616414761,0.24501181879819894,4.74948071705009,1.5872452372925985e-08,2.4349259380305988
2790.00029101962,0.00011386303198124581,0.09278021109556274,-1.2973736704235965,0.24353978635646933,4.750320335450962,1.580966376418341e-08,2.433201994916449
2790.000291019678,0.00011378995917992066,0.09272766342693098,-1.295748599951282,0.2457972080876229,4.750320335450962,1.5941010148059417e-08,2.4312158304608844
2790.000291019678,0.00011400989283419105,0.09289830076744711,-1.2971501140739514,0.24326810100293775,4.751232234249513,1.5813722786162697e-08,2.4295046453103293
2790.0002910217154,0.00011410569546833466,0.09297117125239092,-1.2980700157359517,0.2417930727403013,4.752149669833309,1.572908903015399e-08,2.427859304877388
2780.000289976597,0.00011427366428961296,0.09277380410855707,-1.2975948914957491,0.2415396592704924,4.69878754271739,1.5785304252235757e-08,2.425700085231392
2780.000289976597,0.00011441472789588969,0.09288170375236812,-1.29812991077403,0.2398225875506763,4.698906140428637,1.5693955832396473e-08,2.42428722812473
2780.000289976597,0.00011456034964130151,0.09299647931598955,-1.2996483930312037,0.23828380000859717,4.698278396131742,1.562647790190121e-08,2.422485903763832
2770.0002889335155,0.00011469101761723572,0.0927650351326322,-1.2984333969021307,0.23798556896105255,4.700557750580967,1.566498593679603e-08,2.421141173293187
2780.000289976597,0.00011462995994029096,0.09305423218133431,-1.2993080203717569,0.23875984836581707,4.698536472140647,1.5664477478814663e-08,2.419461608425021
2780.0002899765386,0.0001147476103551723,0.09314618012995779,-1.299829043574508,0.23778592641026636,4.699822259303318,1.56128100975004e-08,2.417738527650552
2770.0002889335155,0.0001148808814622268,0.09291853975546295,-1.298827680645186,0.23775651582651403,4.696928101368851,1.568100403744097e-08,2.416097717951117
2770.0002889334573,0.00011499755436115362,0.09300854489043091,-1.3000151267911553,0.23622407686551597,4.698265372047331,1.5601124199583917e-08,2.4148511539306643
2770.0002889335155,0.0001151495269970718,0.09312747899812086,-1.301324446355485,0.23472679713805455,4.699580313126294,1.5527302016879885e-08,2.413153194491103
2760.0002878904343,0.0001152505578380033,0.09287126486270983,-1.299612762968662,0.2348353480995197,4.700011792794154,1.5591434217466736e-08,2.411602160460884
2760.0002878904343,0.00011538029978134232,0.09297159938640812,-1.301224611364064,0.2330635819861855,4.699562939452016,1.5502824268381572e-08,2.41014085825765
2770.0002889334573,0.00011532808921599076,0.09326923987087994,-1.300570297412035,0.23450486685094526,4.698637578925148,1.553155293657293e-08,2.408689404192437
2770.0002889334573,0.00011545113192358321,0.09336277833371757,-1.301390459048153,0.2327226419398613,4.699580313126294,1.5435831486401033e-08,2.407091330217555
2760.000287890318,0.00011554552670861488,0.09310056794414176,-1.3008615371075116,0.23234590520608317,4.700142834480579,1.5470657954254312e-08,2.405685439543999
2760.0002878904343,0.0001156945233494476,0.09321461589131956,-1.3022759708644753,0.2302940132342483,4.700011792794154,1.5358802575647646e-08,2.4042177201676442
2760.000287890318,0.00011580507079385437,0.09329841187500243,-1.302337373217083,0.2290805804994376,4.699490092721071,1.5289835881754754e-08,2.4027905814301223
2750.000286847295,0.00011586246529074595,0.09300655734610574,-1.3032651276147613,0.22815987939166596,4.700872956166109,1.5299295164386584e-08,2.401835515473091
2750.0002868472366,0.0001159975262346898,0.09311625313609342,-1.3013896327328145,0.22944972311997458,4.702633649320239,1.538953525030196e-08,2.40059771657335
2750.000286847353,0.0001160838197632126,0.09318212070066971,-1.302744459073885,0.22798275819378638,4.701202369735003,1.5310991761068114e-08,2.3987863638519973
2750.000286847353,0.00011595013258091296,0.09308078758737032,-1.300287968176295,0.2305962844598516,4.6994180891848645,1.5452272368663774e-08,2.3970759329614246
2750.000286847353,0.00011611790642794667,0.09321061010224753,-1.3014099176898797,0.22886908048893492,4.700678779444265,1.5368890352779933e-08,2.39582452422933
2750.000286847353,0.00011627186743698101,0.09333067418485988,-1.3025910066979822,0.227469328046995,4.701072638949846,1.530178696403387e-08,2.394886415479601
2750.000286847353,0.00011636431849966917,0.09339642400504657,-1.3026052105516746,0.22552870243669354,4.70285108577056,1.5176242022729964e-08,2.39303234844591
2740.0002858045045,0.00011643930115754713,0.09312158169470006,-1.3024689351043999,0.22626660934517068,4.700629844455582,1.5294602381194388e-08,2.391772656526965
2740.0002858042717,0.0001165803341136408,0.09322805238045781,-1.3024486847738075,0.2248527927250408,4.700629844455582,1.5211457016962688e-08,2.3906177122330727
2740.0002858042717,0.00011671866695169845,0.09333287839970289,-1.3027566607681695,0.2233787555809198,4.702262433014741,1.5124828628846954e-08,2.389319004157444
2740.0002858042717,0.0001167833050280716,0.09337917932116964,-1.3040226933199017,0.22145178287630093,4.703997884807837,1.5009663307072974e-08,2.38809849567437
2730.0002847611904,0.00011684258223105478,0.09309061955910672,-1.303042916769993,0.22263845125288056,4.70186086330273,1.5153568592725416e-08,2.386784286695421
2760.0002878904343,0.00011737358201111353,0.09450384204054074,-1.3111498264679498,0.2107563420275551,4.703142897678238,1.4292445932091843e-08,3.549092150360106
2730.0002847611904,0.00011720856776644316,0.09337164875001444,-1.3071997723603237,0.21783918076707962,4.702960036992222,1.4905763226773112e-08,2.383975933864203
2730.0002847611904,0.00011704233469135464,0.09324951312679906,-1.303070781780989,0.2226439872982833,4.702132842121015,1.5172226654544678e-08,2.3823815655078144
2730.0002847609576,0.00011717399154339477,0.09334494155436135,-1.3034766062710912,0.22013927134264,4.701518271995067,1.5020967555434118e-08,2.381158667128906
2730.0002847609576,0.00011727630484562209,0.09342394626116701,-1.304614462507821,0.21897838915192838,4.702178160562163,1.4958793254775075e-08,2.37945915050537
2730.0002847609576,0.00011735703654056748,0.09348436439781233,-1.3045895258963114,0.21800678357106987,4.705025023861879,1.4903524058216772e-08,2.378227586328126
2720.0002837178763,0.00011741836300414541,0.09319019165959387,-1.3036836792138884,0.21793669820250425,4.703032709691327,1.4953494144731637e-08,2.3770828084147144
2720.0003242490347,0.0001175070330551271,0.09325889370145891,-1.304733462112651,0.21708913920402964,4.702039901256281,1.4906964841163787e-08,2.375800318113064
2730.000325437868,0.00011742661965142438,0.09354162625390794,-1.3044135844624214,0.2185670736185602,4.7035832969804,1.49489086710306e-08,2.37488743425049
2730.000325442059,0.00011750786827901188,0.09359975502169045,-1.3047347392761148,0.21674282126078986,4.705304066835787,1.4838797196018462e-08,2.373738155824923
2720.0003242490347,0.00011760951136218142,0.09334210714826927,-1.303419593047845,0.2181616265812003,4.703637487816642,1.4989104611525554e-08,2.3723085653100586
2720.000324246241,0.00011764698701715554,0.09336773562151238,-1.3042580142077185,0.2166534422240085,4.704118569675641,1.4898347079212634e-08,2.371224310178223
2720.0003242490347,0.00011777435850958245,0.09346547826153302,-1.3045164931946662,0.21573383043986102,4.704186624714161,1.4849273606554616e-08,2.370282098399795
2720.0003242492676,0.00011786936040330291,0.09353594784711204,-1.305736147718073,0.2139000227196515,4.702851485808994,1.4740977003819879e-08,2.369075047266439
2710.0003230528673,0.00011792036636007159,0.09323583357547985,-1.3036871140690964,0.21538181566052728,4.7032774650560025,1.4888085686120571e-08,2.367949078008356
2710.0003230568254,0.00011803158548119297,0.09331836806589472,-1.3050021540443326,0.2132938195998667,4.702900947778289,1.4768680398511494e-08,2.366770587630752
2710.000323056942,0.00011812302064894564,0.09338658383887923,-1.305389513618874,0.2121350211754188,4.703378893308885,1.4697225366341922e-08,2.3655295886178918
2710.0003230571747,0.00011819552388433224,0.09344180918738099,-1.3049641251769473,0.21185803938843836,4.705798226803319,1.468061352041781e-08,2.364541506950412
2710.0003230579896,0.00011830999293594748,0.093528452295128,-1.3059863610878515,0.21034931258189166,4.705723781576426,1.4596131652531856e-08,2.36370050294352
2710.0003230532166,0.00011810468651700392,0.09337720516207183,-1.3041117397958442,0.21407060494645122,4.703675304663001,1.4822963501846505e-08,2.362382403150228
2710.0003230571747,0.00011822712698935285,0.09347005777951838,-1.304949936812217,0.2126149048083327,4.7042512703640185,1.4743372738055708e-08,2.3608366429768872
2710.0003230571747,0.00011831909273698524,0.09353581912708425,-1.3053950694048446,0.2107496222308065,4.705315376261014,1.4618078770225939e-08,2.360319747398547
2710.0003230529837,0.00011838688095196841,0.09358869861848101,-1.3055040878966782,0.21044987267527981,4.706206632118731,1.4609680478175725e-08,2.3590963642879244
2700.000321865198,0.00011839786373476515,0.0932547365688397,-1.3044311600263039,0.21121683983478315,4.705796442079211,1.471274371707788e-08,2.357914105574002
2700.0003218619386,0.00011850427664462895,0.09333464053860903,-1.3051799526609786,0.20983565386251035,4.706177023084189,1.4632900202896183e-08,2.357122095256618
2700.0003218653146,0.0001186199087484796,0.09342172449661222,-1.3054941122184438,0.20869245815337184,4.705796442079212,1.4565187549377758e-08,2.355900442046983
2700.000321864849,0.00011868518319621211,0.09346909279169431,-1.3064591795361857,0.20718623176964168,4.705236079355112,1.4470846623969545e-08,2.3548750160074894
2700.000321865082,0.0001187991042387203,0.09355750907917193,-1.3067233220635674,0.20662610816518284,4.704520007040116,1.4452744717043681e-08,2.3537777294124362
2690.000320672989,0.00011882301619527945,0.09323159620382629,-1.306184218574297,0.206930249389323,4.707381864845365,1.4523665700894494e-08,2.3528276739504665
2700.000321865082,0.00011873282991177311,0.09351034498515895,-1.3049112890736445,0.2089016369899143,4.704777288300603,1.4590521032036972e-08,2.3517429144512247
2700.000321860891,0.00011880301483938387,0.09356294923988799,-1.3057325372523356,0.20773774293761338,4.705129248472629,1.4525788227474545e-08,2.35068996534017
2700.000321864849,0.00011888061087956716,0.09361874421395439,-1.3059304677030301,0.2063265813133086,4.707768073915343,1.4430798794139016e-08,2.3497369292041017
2700.0003218611237,0.00011898813086664068,0.09370230930862321,-1.3067912089758702,0.2055796513590925,4.705588039527137,1.4397500251595753e-08,2.348580987068956
2690.000320672989,0.00011899903154411968,0.09336531544012797,-1.3051741450953578,0.20630530332846433,4.706309213999871,1.4493998289447847e-08,2.347463691525607
2690.0003206732217,0.00011907993994811061,0.09342521264922364,-1.306792612949329,0.2045633245342069,4.706507967083101,1.4388425865483326e-08,2.346502661119248
2690.000320668798,0.00011919873219929385,0.0935166953037694,-1.306223481700224,0.2043490902314757,4.707381864845365,1.4386887398828848e-08,2.34549718152588
2690.0003206732217,0.00011924820456208154,0.09355090328192156,-1.3064844990124536,0.20307653982041235,4.708328782338991,1.4298612043174366e-08,2.3445750718888356
2680.000319480896,0.00011930219874666099,0.09324798333957844,-1.3057601783950592,0.20367113241808069,4.651991300719233,1.4393872933149958e-08,2.343240868123913
2680.0003194801975,0.00011941910025363896,0.09333703120899008,-1.3064211642399552,0.20265612155957588,4.653429711550247,1.4343490546810666e-08,2.342560186124404
2680.000319481129,0.0001194875154803501,0.09338512727445669,-1.3061254402338638,0.20140646725253752,4.651991300719234,1.4257059024018634e-08,2.341243850480414
